,quartervalue,avgkw
775,7/22/2018 17:00,156.73796
776,7/22/2018 17:15,155.66837
777,7/22/2018 17:30,156.88565
778,7/22/2018 17:45,158.51537
779,7/22/2018 18:00,157.03893
780,7/22/2018 18:15,155.56479
781,7/22/2018 18:30,157.62158
782,7/22/2018 18:45,157.08653
783,7/22/2018 19:00,155.74028
784,7/22/2018 19:15,154.97656
785,7/22/2018 19:30,157.6864
786,7/22/2018 19:45,157.9579
787,7/22/2018 20:00,157.58133
788,7/22/2018 20:15,157.01633
789,7/22/2018 20:30,158.95546
790,7/22/2018 20:45,156.93538
791,7/22/2018 21:00,152.77242
792,7/22/2018 21:15,156.0115
793,7/22/2018 21:30,156.7565
794,7/22/2018 21:45,156.21553
795,7/22/2018 22:00,156.70357
796,7/22/2018 22:15,155.83136
797,7/22/2018 22:30,156.4942
798,7/22/2018 22:45,156.11836
799,7/22/2018 23:00,155.8867
800,7/22/2018 23:15,155.53914
801,7/22/2018 23:30,156.16301
802,7/22/2018 23:45,157.1509
803,7/23/2018 0:00,157.7237
804,7/23/2018 0:15,156.39552
805,7/23/2018 0:30,154.90141
806,7/23/2018 0:45,155.8524
807,7/23/2018 1:00,158.04242
808,7/23/2018 1:15,157.7576
809,7/23/2018 1:30,158.97885
810,7/23/2018 1:45,156.92389
811,7/23/2018 2:00,159.57466
812,7/23/2018 2:15,158.58713
813,7/23/2018 2:30,156.32953
814,7/23/2018 2:45,155.1769
815,7/23/2018 3:00,155.05664
816,7/23/2018 3:15,155.48315
817,7/23/2018 3:30,153.53566
818,7/23/2018 3:45,154.42657
819,7/23/2018 4:00,157.34013
820,7/23/2018 4:15,158.0679
821,7/23/2018 4:30,154.88982
822,7/23/2018 4:45,152.10779
823,7/23/2018 5:00,153.93582
824,7/23/2018 5:15,158.04271
825,7/23/2018 5:30,155.32738
826,7/23/2018 5:45,154.77113
827,7/23/2018 6:00,156.65929
828,7/23/2018 6:15,156.6657
829,7/23/2018 6:30,152.24568
830,7/23/2018 6:45,151.3353
831,7/30/2018 7:00,157.31328
832,7/30/2018 7:15,160.83432
833,7/30/2018 7:30,158.55376
834,7/30/2018 7:45,157.16383
835,7/30/2018 8:00,157.44917
836,7/30/2018 8:15,157.95042
837,7/30/2018 8:30,156.14647
838,7/30/2018 8:45,155.27826
839,7/30/2018 9:00,158.16919
840,7/30/2018 9:15,155.50023
841,7/30/2018 9:30,155.79523
842,7/30/2018 9:45,156.89964
843,7/30/2018 10:00,158.01527
844,7/30/2018 10:15,158.64496
845,7/30/2018 10:30,158.38971
846,7/30/2018 10:45,158.04384
847,7/30/2018 11:00,157.61688
848,7/30/2018 11:15,160.0438
849,7/30/2018 11:30,161.12314
850,7/30/2018 11:45,159.9219
851,7/30/2018 12:00,157.42142
852,7/30/2018 12:15,158.9806
853,7/30/2018 12:30,159.71606
854,7/30/2018 12:45,157.63626
855,7/30/2018 13:00,156.79346
856,7/30/2018 13:15,156.9847
857,7/30/2018 13:30,159.86615
858,7/30/2018 13:45,158.19054
859,7/30/2018 14:00,157.3393
860,7/30/2018 14:15,157.37999
861,7/30/2018 14:30,157.53442
862,7/30/2018 14:45,158.29527
863,7/30/2018 15:00,160.49887
864,7/30/2018 15:15,159.59572
865,7/30/2018 15:30,158.54002
866,7/30/2018 15:45,158.52258
867,7/30/2018 16:00,159.57812
868,7/30/2018 16:15,157.53094
869,7/30/2018 16:30,156.69363
870,7/30/2018 16:45,156.94249
871,7/30/2018 17:00,160.7403
872,7/30/2018 17:15,158.14767
873,7/30/2018 17:30,158.10652
874,7/30/2018 17:45,160.92445
875,7/30/2018 18:00,161.78635
876,7/30/2018 18:15,160.8814
877,7/30/2018 18:30,161.66504
878,7/30/2018 18:45,160.46999
879,7/30/2018 19:00,158.63184
880,7/30/2018 19:15,160.759
881,7/30/2018 19:30,161.63414
882,7/30/2018 19:45,160.22644
883,7/30/2018 20:00,160.2584
884,7/30/2018 20:15,159.10626
885,7/30/2018 20:30,161.73047
886,7/30/2018 20:45,160.8737
887,7/30/2018 21:00,162.53937
888,7/30/2018 21:15,159.7962
889,7/30/2018 21:30,160.98822
890,7/30/2018 21:45,161.46758
891,7/30/2018 22:00,161.28464
892,7/30/2018 22:15,160.347
893,7/30/2018 22:30,162.49815
894,7/30/2018 22:45,161.52968
895,7/30/2018 23:00,160.88747
896,7/30/2018 23:15,160.59453
897,7/30/2018 23:30,160.8571
898,7/30/2018 23:45,159.77489
899,7/31/2018 0:00,161.74306
900,7/31/2018 0:15,160.82301
901,7/31/2018 0:30,161.87022
902,7/31/2018 0:45,161.45993
903,7/31/2018 1:00,160.17902
904,7/31/2018 1:15,160.40762
905,7/31/2018 1:30,162.83452
906,7/31/2018 1:45,159.78574
907,7/31/2018 2:00,155.79893
908,7/31/2018 2:15,155.6278
909,7/31/2018 2:30,155.26132
910,7/31/2018 2:45,156.44804
911,7/31/2018 3:00,156.09676
912,7/31/2018 3:15,158.0317
913,7/31/2018 3:30,155.92804
914,7/31/2018 3:45,156.38474
915,7/31/2018 4:00,156.06598
916,7/31/2018 4:15,158.26813
917,7/31/2018 4:30,154.77942
918,7/31/2018 4:45,156.44778
919,7/31/2018 5:00,158.33902
920,7/31/2018 5:15,160.3048
921,7/31/2018 5:30,158.33032
922,7/31/2018 5:45,158.88184
923,7/31/2018 6:00,159.98412
924,7/31/2018 6:15,160.96167
925,7/31/2018 6:30,158.49484
926,7/31/2018 6:45,156.03305
927,8/5/2018 7:00,153.32245
928,8/5/2018 7:15,156.11911
929,8/5/2018 7:30,154.46135
930,8/5/2018 7:45,154.67485
931,8/5/2018 8:00,155.20935
932,8/5/2018 8:15,156.61473
933,8/5/2018 8:30,155.07755
934,8/5/2018 8:45,156.13948
935,8/5/2018 9:00,155.9166
936,8/5/2018 9:15,158.65492
937,8/5/2018 9:30,155.07402
938,8/5/2018 9:45,153.88675
939,8/5/2018 10:00,155.02673
940,8/5/2018 10:15,153.33551
941,8/5/2018 10:30,153.88629
942,8/5/2018 10:45,151.1355
943,8/5/2018 11:00,150.94742
944,8/5/2018 11:15,157.56015
945,8/5/2018 11:30,156.28474
946,8/5/2018 11:45,156.25426
947,8/5/2018 12:00,155.49796
948,8/5/2018 12:15,157.06287
949,8/5/2018 12:30,156.12994
950,8/5/2018 12:45,153.70049
951,8/5/2018 13:00,153.72949
952,8/5/2018 13:15,154.24036
953,8/5/2018 13:30,155.37509
954,8/5/2018 13:45,154.47899
955,8/5/2018 14:00,152.56898
956,8/5/2018 14:15,149.45395
957,8/5/2018 14:30,149.20137
958,8/5/2018 14:45,149.50896
959,8/5/2018 15:00,151.18512
960,8/5/2018 15:15,155.53809
961,8/5/2018 15:30,155.13846
962,8/5/2018 15:45,154.75044
963,8/5/2018 16:00,154.54997
964,8/5/2018 16:15,154.96857
965,8/5/2018 16:30,156.42702
966,8/5/2018 16:45,155.399
967,8/5/2018 17:00,156.02023
968,8/5/2018 17:15,155.83337
969,8/5/2018 17:30,154.21747
970,8/5/2018 17:45,155.31647
971,8/5/2018 18:00,157.37778
972,8/5/2018 18:15,158.09103
973,8/5/2018 18:30,157.1041
974,8/5/2018 18:45,157.11165
975,8/5/2018 19:00,155.68768
976,8/5/2018 19:15,153.35661
977,8/5/2018 19:30,153.88623
978,8/5/2018 19:45,156.3352
979,8/5/2018 20:00,158.90831
980,8/5/2018 20:15,156.32635
981,8/5/2018 20:30,157.68967
982,8/5/2018 20:45,156.84547
983,8/5/2018 21:00,156.30974
984,8/5/2018 21:15,155.43126
985,8/5/2018 21:30,157.1418
986,8/5/2018 21:45,158.0514
987,8/5/2018 22:00,157.00076
988,8/5/2018 22:15,156.08543
989,8/5/2018 22:30,154.25435
990,8/5/2018 22:45,154.77756
991,8/5/2018 23:00,153.92679
992,8/5/2018 23:15,156.82689
993,8/5/2018 23:30,156.88544
994,8/5/2018 23:45,156.67236
995,8/6/2018 0:00,155.47325
996,8/6/2018 0:15,155.0351
997,8/6/2018 0:30,154.69283
998,8/6/2018 0:45,156.61383
999,8/6/2018 1:00,158.14769
1000,8/6/2018 1:15,160.1962
1001,8/6/2018 1:30,161.13545
1002,8/6/2018 1:45,158.88454
1003,8/6/2018 2:00,158.17928
1004,8/6/2018 2:15,156.50087
1005,8/6/2018 2:30,154.15993
1006,8/6/2018 2:45,151.79881
1007,8/6/2018 3:00,149.19423
1008,8/6/2018 3:15,153.21722
1009,8/6/2018 3:30,158.55898
1010,8/6/2018 3:45,155.5606
1011,8/6/2018 4:00,151.7599
1012,8/6/2018 4:15,158.75012
1013,8/6/2018 4:30,154.94916
1014,8/6/2018 4:45,152.15054
1015,8/6/2018 5:00,153.44089
1016,8/6/2018 5:15,158.8936
1017,8/6/2018 5:30,152.56491
1018,8/6/2018 5:45,151.42049
1019,8/6/2018 6:00,154.73813
1020,8/6/2018 6:15,157.98361
1021,8/6/2018 6:30,155.04663
1022,8/6/2018 6:45,155.50931
1023,8/22/2018 7:00,153.1074
1024,8/22/2018 7:15,158.13724
1025,8/22/2018 7:30,156.05692
1026,8/22/2018 7:45,155.60876
1027,8/22/2018 8:00,156.18459
1028,8/22/2018 8:15,155.9484
1029,8/22/2018 8:30,155.0609
1030,8/22/2018 8:45,156.08084
1031,8/22/2018 9:00,156.37506
1032,8/22/2018 9:15,153.7377
1033,8/22/2018 9:30,154.49408
1034,8/22/2018 9:45,153.91653
1035,8/22/2018 10:00,154.73119
1036,8/22/2018 10:15,154.47203
1037,8/22/2018 10:30,153.45314
1038,8/22/2018 10:45,154.2545
1039,8/22/2018 11:00,157.45741
1040,8/22/2018 11:15,160.9755
1041,8/22/2018 11:30,156.04851
1042,8/22/2018 11:45,158.00392
1043,8/22/2018 12:00,159.4028
1044,8/22/2018 12:15,161.5479
1045,8/22/2018 12:30,157.38293
1046,8/22/2018 12:45,156.06097
1047,8/22/2018 13:00,153.93398
1048,8/22/2018 13:15,157.70853
1049,8/22/2018 13:30,156.52419
1050,8/22/2018 13:45,154.74126
1051,8/22/2018 14:00,152.7732
1052,8/22/2018 14:15,153.8668
1053,8/22/2018 14:30,153.5368
1054,8/22/2018 14:45,152.92982
1055,8/22/2018 15:00,154.36209
1056,8/22/2018 15:15,154.91396
1057,8/22/2018 15:30,156.10005
1058,8/22/2018 15:45,159.0755
1059,8/22/2018 16:00,158.30473
1060,8/22/2018 16:15,158.56577
1061,8/22/2018 16:30,155.86552
1062,8/22/2018 16:45,157.3521
1063,8/22/2018 17:00,157.97859
1064,8/22/2018 17:15,156.3497
1065,8/22/2018 17:30,159.07144
1066,8/22/2018 17:45,156.69987
1067,8/22/2018 18:00,157.72783
1068,8/22/2018 18:15,156.2372
1069,8/22/2018 18:30,157.43246
1070,8/22/2018 18:45,158.5686
1071,8/22/2018 19:00,157.26268
1072,8/22/2018 19:15,158.73581
1073,8/22/2018 19:30,156.80817
1074,8/22/2018 19:45,159.08525
1075,8/22/2018 20:00,157.8723
1076,8/22/2018 20:15,158.57631
1077,8/22/2018 20:30,157.32756
1078,8/22/2018 20:45,157.3927
1079,8/22/2018 21:00,156.40991
1080,8/22/2018 21:15,157.37727
1081,8/22/2018 21:30,156.14098
1082,8/22/2018 21:45,156.96739
1083,8/22/2018 22:00,155.70506
1084,8/22/2018 22:15,155.28014
1085,8/22/2018 22:30,156.51572
1086,8/22/2018 22:45,155.5181
1087,8/22/2018 23:00,155.98808
1088,8/22/2018 23:15,156.32637
1089,8/22/2018 23:30,158.31612
1090,8/22/2018 23:45,156.2096
1091,8/23/2018 0:00,155.44003
1092,8/23/2018 0:15,157.5034
1093,8/23/2018 0:30,157.69272
1094,8/23/2018 0:45,157.57828
1095,8/23/2018 1:00,157.82123
1096,8/23/2018 1:15,158.31839
1097,8/23/2018 1:30,161.17332
1098,8/23/2018 1:45,159.37984
1099,8/23/2018 2:00,158.08086
1100,8/23/2018 2:15,157.07253
1101,8/23/2018 2:30,155.05736
1102,8/23/2018 2:45,154.76543
1103,8/23/2018 3:00,156.28242
1104,8/23/2018 3:15,160.03871
1105,8/23/2018 3:30,160.05807
1106,8/23/2018 3:45,158.28171
1107,8/23/2018 4:00,157.22984
1108,8/23/2018 4:15,160.01537
1109,8/23/2018 4:30,156.68663
1110,8/23/2018 4:45,156.83801
1111,8/23/2018 5:00,158.18053
1112,8/23/2018 5:15,162.7521
1113,8/23/2018 5:30,156.83379
1114,8/23/2018 5:45,152.34824
1115,8/23/2018 6:00,155.73611
1116,8/23/2018 6:15,155.27802
1117,8/23/2018 6:30,153.71234
1118,8/23/2018 6:45,151.15279
1119,8/18/2018 7:00,155.87372
1120,8/18/2018 7:15,160.69125
1121,8/18/2018 7:30,159.12999
1122,8/18/2018 7:45,156.47711
1123,8/18/2018 8:00,156.0965
1124,8/18/2018 8:15,157.6392
1125,8/18/2018 8:30,155.82239
1126,8/18/2018 8:45,154.56384
1127,8/18/2018 9:00,154.04008
1128,8/18/2018 9:15,155.14354
1129,8/18/2018 9:30,155.82462
1130,8/18/2018 9:45,156.1747
1131,8/18/2018 10:00,156.89153
1132,8/18/2018 10:15,158.42896
1133,8/18/2018 10:30,154.79979
1134,8/18/2018 10:45,154.7488
1135,8/18/2018 11:00,153.81166
1136,8/18/2018 11:15,157.40631
1137,8/18/2018 11:30,160.01915
1138,8/18/2018 11:45,159.30827
1139,8/18/2018 12:00,155.8514
1140,8/18/2018 12:15,156.65173
1141,8/18/2018 12:30,155.17665
1142,8/18/2018 12:45,154.52211
1143,8/18/2018 13:00,152.57114
1144,8/18/2018 13:15,152.97841
1145,8/18/2018 13:30,155.58504
1146,8/18/2018 13:45,154.32684
1147,8/18/2018 14:00,154.68246
1148,8/18/2018 14:15,154.27402
1149,8/18/2018 14:30,152.82167
1150,8/18/2018 14:45,152.94464
1151,8/18/2018 15:00,151.85478
1152,8/18/2018 15:15,152.60498
1153,8/18/2018 15:30,153.03143
1154,8/18/2018 15:45,154.43274
1155,8/18/2018 16:00,154.30159
1156,8/18/2018 16:15,153.72298
1157,8/18/2018 16:30,153.51158
1158,8/18/2018 16:45,153.15547
1159,8/18/2018 17:00,153.63106
1160,8/18/2018 17:15,153.45236
1161,8/18/2018 17:30,154.1923
1162,8/18/2018 17:45,153.92485
1163,8/18/2018 18:00,153.83107
1164,8/18/2018 18:15,153.97519
1165,8/18/2018 18:30,154.6798
1166,8/18/2018 18:45,154.665
1167,8/18/2018 19:00,155.54008
1168,8/18/2018 19:15,157.3675
1169,8/18/2018 19:30,156.0101
1170,8/18/2018 19:45,153.0608
1171,8/18/2018 20:00,151.91449
1172,8/18/2018 20:15,153.66457
1173,8/18/2018 20:30,154.74745
1174,8/18/2018 20:45,154.29788
1175,8/18/2018 21:00,154.74138
1176,8/18/2018 21:15,154.34686
1177,8/18/2018 21:30,155.21866
1178,8/18/2018 21:45,154.18301
1179,8/18/2018 22:00,153.01753
1180,8/18/2018 22:15,151.56178
1181,8/18/2018 22:30,153.9965
1182,8/18/2018 22:45,156.89676
1183,8/18/2018 23:00,155.16573
1184,8/18/2018 23:15,153.48808
1185,8/18/2018 23:30,155.52348
1186,8/18/2018 23:45,156.34473
1187,8/19/2018 0:00,155.8495
1188,8/19/2018 0:15,153.14796
1189,8/19/2018 0:30,155.6119
1190,8/19/2018 0:45,153.57382
1191,8/19/2018 1:00,153.91017
1192,8/19/2018 1:15,156.799
1193,8/19/2018 1:30,158.32124
1194,8/19/2018 1:45,155.65091
1195,8/19/2018 2:00,157.22229
1196,8/19/2018 2:15,155.93495
1197,8/19/2018 2:30,153.5205
1198,8/19/2018 2:45,153.6139
1199,8/19/2018 3:00,157.04234
1200,8/19/2018 3:15,157.7319
1201,8/19/2018 3:30,155.80524
1202,8/19/2018 3:45,157.69843
1203,8/19/2018 4:00,154.5177
1204,8/19/2018 4:15,153.1643
1205,8/19/2018 4:30,153.17651
1206,8/19/2018 4:45,153.28207
1207,8/19/2018 5:00,148.36147
1208,8/19/2018 5:15,156.57553
1209,8/19/2018 5:30,154.38571
1210,8/19/2018 5:45,152.44583
1211,8/19/2018 6:00,156.33911
1212,8/19/2018 6:15,160.61769
1213,8/19/2018 6:30,156.9707
1214,8/19/2018 6:45,157.21193
1215,7/19/2018 7:00,156.30913
1216,7/19/2018 7:15,159.79196
1217,7/19/2018 7:30,157.32516
1218,7/19/2018 7:45,157.78963
1219,7/19/2018 8:00,158.90897
1220,7/19/2018 8:15,158.6928
1221,7/19/2018 8:30,157.29065
1222,7/19/2018 8:45,157.41559
1223,7/19/2018 10:00,156.89502
1224,7/19/2018 10:15,158.54646
1225,7/19/2018 10:30,157.66272
1226,7/19/2018 10:45,157.80888
1227,7/19/2018 11:00,157.00479
1228,7/19/2018 11:15,158.6352
1229,7/19/2018 11:30,157.93588
1230,7/19/2018 11:45,158.2553
1231,7/19/2018 13:00,157.9441
1232,7/19/2018 13:15,157.29332
1233,7/19/2018 13:30,154.48325
1234,7/19/2018 13:45,156.88925
1235,7/19/2018 14:15,155.1764
1236,7/19/2018 14:30,153.7164
1237,7/19/2018 14:45,159.48405
1238,7/19/2018 15:00,159.3838
1239,7/19/2018 15:15,158.93204
1240,7/19/2018 15:30,158.53691
1241,7/19/2018 15:45,159.62077
1242,7/19/2018 16:00,161.40134
1243,7/19/2018 16:15,161.13068
1244,7/19/2018 16:30,158.96194
1245,7/19/2018 16:45,160.62767
1246,7/19/2018 17:00,160.7034
1247,7/19/2018 17:15,160.33228
1248,7/19/2018 17:30,160.43063
1249,7/19/2018 17:45,160.8551
1250,7/19/2018 18:00,159.7327
1251,7/19/2018 18:15,156.90741
1252,7/19/2018 18:30,159.56941
1253,7/19/2018 18:45,159.51863
1254,7/19/2018 19:00,157.89061
1255,7/19/2018 19:15,158.41772
1256,7/19/2018 19:30,161.1767
1257,7/19/2018 19:45,160.70341
1258,7/19/2018 20:00,161.47678
1259,7/19/2018 20:15,158.54958
1260,7/19/2018 20:30,158.66342
1261,7/19/2018 20:45,161.92831
1262,7/19/2018 21:00,161.36368
1263,7/19/2018 21:15,158.66205
1264,7/19/2018 21:30,159.07439
1265,7/19/2018 21:45,160.29958
1266,7/19/2018 22:00,157.52554
1267,7/19/2018 22:15,157.36595
1268,7/19/2018 22:30,159.84668
1269,7/19/2018 22:45,159.40845
1270,7/19/2018 23:00,158.07216
1271,7/19/2018 23:15,159.9336
1272,7/19/2018 23:30,159.01456
1273,7/19/2018 23:45,160.19771
1274,7/20/2018 0:00,158.62158
1275,7/20/2018 0:15,158.38216
1276,7/20/2018 0:30,157.24094
1277,7/20/2018 0:45,158.61913
1278,7/20/2018 1:00,158.41118
1279,7/20/2018 1:15,159.90004
1280,7/20/2018 1:30,159.33803
1281,7/20/2018 1:45,157.07605
1282,7/20/2018 2:00,157.4511
1283,7/20/2018 2:15,158.72464
1284,7/20/2018 2:30,157.63484
1285,7/20/2018 2:45,157.80574
1286,7/20/2018 3:00,158.37976
1287,7/20/2018 3:15,159.65439
1288,7/20/2018 3:30,157.89548
1289,7/20/2018 3:45,157.10487
1290,7/20/2018 4:00,159.42868
1291,7/20/2018 4:15,160.5398
1292,7/20/2018 4:30,158.97424
1293,7/20/2018 4:45,158.63223
1294,7/20/2018 5:00,158.3987
1295,7/20/2018 5:15,161.09818
1296,7/20/2018 5:30,157.8888
1297,7/20/2018 5:45,154.81703
1298,7/20/2018 6:00,157.40106
1299,7/20/2018 6:15,158.87776
1300,7/20/2018 6:30,155.08357
1301,7/20/2018 6:45,155.76604
1302,8/19/2018 7:00,153.18755
1303,8/19/2018 7:15,160.18265
1304,8/19/2018 7:30,158.36919
1305,8/19/2018 7:45,155.50096
1306,8/19/2018 8:00,155.22781
1307,8/19/2018 8:15,155.66617
1308,8/19/2018 8:30,156.00854
1309,8/19/2018 8:45,155.95312
1310,8/19/2018 9:00,156.14465
1311,8/19/2018 9:15,158.21005
1312,8/19/2018 9:30,156.84743
1313,8/19/2018 9:45,154.45903
1314,8/19/2018 10:00,154.85797
1315,8/19/2018 10:15,154.91412
1316,8/19/2018 10:30,153.9232
1317,8/19/2018 10:45,153.96729
1318,8/19/2018 11:00,155.18658
1319,8/19/2018 11:15,156.94777
1320,8/19/2018 11:30,158.73518
1321,8/19/2018 11:45,157.34106
1322,8/19/2018 12:00,155.07686
1323,8/19/2018 12:15,154.07005
1324,8/19/2018 12:30,155.16083
1325,8/19/2018 12:45,154.55798
1326,8/19/2018 13:00,154.96011
1327,8/19/2018 13:15,153.90648
1328,8/19/2018 13:30,153.75417
1329,8/19/2018 13:45,153.04982
1330,8/19/2018 14:00,151.62946
1331,8/19/2018 14:15,151.4746
1332,8/19/2018 14:30,150.93816
1333,8/19/2018 14:45,153.098
1334,8/19/2018 15:00,149.14241
1335,8/19/2018 15:15,151.12547
1336,8/19/2018 15:30,154.03409
1337,8/19/2018 15:45,153.86916
1338,8/19/2018 16:00,152.06075
1339,8/19/2018 16:15,155.42546
1340,8/19/2018 16:30,153.5422
1341,8/19/2018 16:45,153.47404
1342,8/19/2018 17:00,154.36801
1343,8/19/2018 17:15,155.03596
1344,8/19/2018 17:30,153.55746
1345,8/19/2018 17:45,155.02971
1346,8/19/2018 18:00,154.66388
1347,8/19/2018 18:15,153.77774
1348,8/19/2018 18:30,154.41315
1349,8/19/2018 18:45,155.6933
1350,8/19/2018 19:00,155.99864
1351,8/19/2018 19:15,156.23248
1352,8/19/2018 19:30,157.13007
1353,8/19/2018 19:45,155.29445
1354,8/19/2018 20:00,152.86781
1355,8/19/2018 20:15,154.0515
1356,8/19/2018 20:30,155.40947
1357,8/19/2018 20:45,155.13918
1358,8/19/2018 21:00,152.31177
1359,8/19/2018 21:15,153.15486
1360,8/19/2018 21:30,155.10088
1361,8/19/2018 21:45,155.20184
1362,8/19/2018 22:00,154.75082
1363,8/19/2018 22:15,156.40096
1364,8/19/2018 22:30,153.24953
1365,8/19/2018 22:45,154.87572
1366,8/19/2018 23:00,152.8805
1367,8/19/2018 23:15,153.00891
1368,8/19/2018 23:30,154.18199
1369,8/19/2018 23:45,153.56664
1370,8/20/2018 0:00,151.4124
1371,8/20/2018 0:15,151.87386
1372,8/20/2018 0:30,155.84848
1373,8/20/2018 0:45,155.54002
1374,8/20/2018 1:00,154.89099
1375,8/20/2018 1:15,158.81914
1376,8/20/2018 1:30,157.11632
1377,8/20/2018 1:45,154.22075
1378,8/20/2018 2:00,155.01086
1379,8/20/2018 2:15,158.5839
1380,8/20/2018 2:30,154.7692
1381,8/20/2018 2:45,154.566
1382,8/20/2018 3:00,158.43527
1383,8/20/2018 3:15,160.17265
1384,8/20/2018 3:30,157.15569
1385,8/20/2018 3:45,153.32462
1386,8/20/2018 4:00,155.7821
1387,8/20/2018 4:15,157.61711
1388,8/20/2018 4:30,153.39317
1389,8/20/2018 4:45,153.9405
1390,8/20/2018 5:00,152.92133
1391,8/20/2018 5:15,156.24678
1392,8/20/2018 5:30,157.75728
1393,8/20/2018 5:45,153.14827
1394,8/20/2018 6:00,151.6265
1395,8/20/2018 6:15,152.47224
1396,8/20/2018 6:30,150.68477
1397,8/20/2018 6:45,150.4637
1398,7/16/2018 7:00,149.92842
1399,7/16/2018 7:15,154.11697
1400,7/16/2018 7:30,155.43202
1401,7/16/2018 7:45,156.77489
1402,7/16/2018 8:00,157.64459
1403,7/16/2018 8:15,160.64738
1404,7/16/2018 8:30,157.25122
1405,7/16/2018 8:45,155.62326
1406,7/16/2018 9:00,158.90508
1407,7/16/2018 9:15,156.1434
1408,7/16/2018 9:30,156.72104
1409,7/16/2018 9:45,156.33672
1410,7/16/2018 10:00,155.96852
1411,7/16/2018 10:15,157.38039
1412,7/16/2018 10:30,159.17966
1413,7/16/2018 10:45,157.0876
1414,7/16/2018 11:00,155.91127
1415,7/16/2018 11:15,156.97052
1416,7/16/2018 11:30,154.59714
1417,7/16/2018 11:45,155.32474
1418,7/16/2018 12:00,156.13274
1419,7/16/2018 12:15,157.64651
1420,7/16/2018 12:30,157.10231
1421,7/16/2018 12:45,157.0648
1422,7/16/2018 13:00,156.0813
1423,7/16/2018 13:15,157.25435
1424,7/16/2018 13:30,155.77536
1425,7/16/2018 13:45,155.58597
1426,7/16/2018 14:00,155.63283
1427,7/16/2018 14:15,155.8142
1428,7/16/2018 14:30,156.45772
1429,7/16/2018 14:45,155.9745
1430,7/16/2018 15:00,156.49658
1431,7/16/2018 15:15,155.96289
1432,7/16/2018 15:30,157.23363
1433,7/16/2018 15:45,156.55708
1434,7/16/2018 16:00,157.85829
1435,7/16/2018 16:15,154.782
1436,7/16/2018 16:30,157.6897
1437,7/16/2018 16:45,158.6525
1438,7/16/2018 17:00,161.64734
1439,7/16/2018 17:15,158.72163
1440,7/16/2018 17:30,159.23927
1441,7/16/2018 17:45,159.3429
1442,7/16/2018 18:00,159.24185
1443,7/16/2018 18:15,159.99417
1444,7/16/2018 18:30,158.51277
1445,7/16/2018 18:45,157.90767
1446,7/16/2018 19:00,159.03241
1447,7/16/2018 19:15,159.41245
1448,7/16/2018 19:30,160.24034
1449,7/16/2018 19:45,159.56325
1450,7/16/2018 20:00,160.34457
1451,7/16/2018 20:15,160.47565
1452,7/16/2018 20:30,159.45818
1453,7/16/2018 20:45,158.87439
1454,7/16/2018 21:00,157.42944
1455,7/16/2018 21:15,159.52208
1456,7/16/2018 21:30,160.07516
1457,7/16/2018 21:45,158.82382
1458,7/16/2018 22:00,158.10411
1459,7/16/2018 22:15,158.51648
1460,7/16/2018 22:30,160.39651
1461,7/16/2018 22:45,157.11703
1462,7/16/2018 23:00,157.19157
1463,7/16/2018 23:15,156.65266
1464,7/16/2018 23:30,159.43887
1465,7/16/2018 23:45,157.45715
1466,7/17/2018 0:00,155.34357
1467,7/17/2018 0:15,156.23126
1468,7/17/2018 0:30,155.58911
1469,7/17/2018 0:45,158.17673
1470,7/17/2018 1:00,158.7179
1471,7/17/2018 1:15,157.05742
1472,7/17/2018 1:30,157.60919
1473,7/17/2018 1:45,159.5912
1474,7/17/2018 2:00,156.5902
1475,7/17/2018 2:15,155.65709
1476,7/17/2018 2:30,157.66171
1477,7/17/2018 2:45,155.07646
1478,7/17/2018 3:00,154.10793
1479,7/17/2018 3:15,156.02586
1480,7/17/2018 3:30,154.5333
1481,7/17/2018 3:45,153.24385
1482,7/17/2018 4:00,156.25227
1483,7/17/2018 4:15,158.41545
1484,7/17/2018 4:30,159.51941
1485,7/17/2018 4:45,157.40817
1486,7/17/2018 5:00,155.92685
1487,7/17/2018 5:15,158.22382
1488,7/17/2018 5:30,156.38423
1489,7/17/2018 5:45,156.6204
1490,7/17/2018 6:00,156.49371
1491,7/17/2018 6:15,155.32396
1492,7/17/2018 6:30,154.74152
1493,7/17/2018 6:45,153.75148
1494,7/20/2018 7:00,155.74907
1495,7/20/2018 7:15,162.01244
1496,7/20/2018 7:30,158.10294
1497,7/20/2018 7:45,156.54314
1498,7/20/2018 8:00,158.72617
1499,7/20/2018 8:15,161.18085
1500,7/20/2018 8:30,158.4947
1501,7/20/2018 8:45,158.95602
1502,7/20/2018 9:00,160.65651
1503,7/20/2018 9:15,161.67363
1504,7/20/2018 9:30,159.81583
1505,7/20/2018 9:45,160.13867
1506,7/20/2018 10:00,159.57027
1507,7/20/2018 10:15,159.87517
1508,7/20/2018 10:30,158.12808
1509,7/20/2018 10:45,157.13188
1510,7/20/2018 11:00,158.04648
1511,7/20/2018 11:15,158.6665
1512,7/20/2018 11:30,159.6222
1513,7/20/2018 11:45,158.26299
1514,7/20/2018 12:00,157.84123
1515,7/20/2018 12:15,159.37143
1516,7/20/2018 12:30,158.00925
1517,7/20/2018 12:45,160.14061
1518,7/20/2018 13:00,157.44688
1519,7/20/2018 13:15,159.24454
1520,7/20/2018 13:30,156.99225
1521,7/20/2018 13:45,156.86047
1522,7/20/2018 14:00,156.25064
