12/11/2017 0:00,16762.11667
12/12/2017 0:00,17276.39333
12/13/2017 0:00,16808.36667
12/14/2017 0:00,16678.892
12/15/2017 0:00,17771.9
12/16/2017 0:00,19498.68333
12/17/2017 0:00,19289.785
12/18/2017 0:00,18961.85667
12/19/2017 0:00,17737.11167
12/20/2017 0:00,16026.27167
12/21/2017 0:00,16047.51
12/22/2017 0:00,15190.945
12/23/2017 0:00,15360.26167
12/24/2017 0:00,13949.175
12/25/2017 0:00,14119.02833
12/26/2017 0:00,15999.04833
12/27/2017 0:00,15589.32167
12/28/2017 0:00,14380.58167
12/29/2017 0:00,14640.14
12/30/2017 0:00,13215.574
12/31/2017 0:00,14165.575
1/1/2018 0:00,13812.18667
1/2/2018 0:00,15005.85667
1/3/2018 0:00,15053.26167
1/4/2018 0:00,15199.355
1/5/2018 0:00,17174.12
1/6/2018 0:00,17319.198
1/7/2018 0:00,16651.47167
1/8/2018 0:00,15265.90667
1/9/2018 0:00,14714.25333
1/10/2018 0:00,15126.39833
1/11/2018 0:00,13296.794
1/12/2018 0:00,13912.882
1/13/2018 0:00,14499.77333
1/14/2018 0:00,13852.92
1/15/2018 0:00,14012.196
1/16/2018 0:00,11180.99833
1/17/2018 0:00,11116.94667
1/18/2018 0:00,11345.42333
1/19/2018 0:00,11422.44
1/20/2018 0:00,12950.79333
1/21/2018 0:00,11505.228
1/22/2018 0:00,10544.59333
1/23/2018 0:00,11223.064
1/24/2018 0:00,11282.25833
1/25/2018 0:00,11214.44
1/26/2018 0:00,10969.815
1/27/2018 0:00,11524.77667
1/28/2018 0:00,11765.71
1/29/2018 0:00,11212.655
1/30/2018 0:00,10184.06167
1/31/2018 0:00,10125.01333
2/1/2018 0:00,9083.258333
2/2/2018 0:00,8901.901667
2/3/2018 0:00,9076.678333
2/4/2018 0:00,8400.648333
2/5/2018 0:00,6838.816667
2/6/2018 0:00,7685.633333
2/7/2018 0:00,8099.958333
2/8/2018 0:00,8240.536667
2/9/2018 0:00,8535.516667
2/10/2018 0:00,8319.876566
2/11/2018 0:00,8343.455
2/12/2018 0:00,8811.343333
2/13/2018 0:00,8597.7675
2/14/2018 0:00,9334.633333
2/15/2018 0:00,9977.154
2/16/2018 0:00,10127.16167
2/17/2018 0:00,10841.99167
2/18/2018 0:00,10503.29833
2/19/2018 0:00,11110.965
2/20/2018 0:00,11390.39167
2/21/2018 0:00,10532.79167
2/22/2018 0:00,9931.071667
2/23/2018 0:00,10162.11667
2/24/2018 0:00,9697.956
2/25/2018 0:00,9696.593333
2/26/2018 0:00,10348.60333
2/27/2018 0:00,10763.88333
2/28/2018 0:00,10370.165
3/1/2018 0:00,11009.38167
3/2/2018 0:00,11055.815
3/3/2018 0:00,11326.94833
3/4/2018 0:00,11430.18167
3/5/2018 0:00,11595.54
3/6/2018 0:00,10763.19833
3/7/2018 0:00,10118.058
3/8/2018 0:00,9429.111667
3/9/2018 0:00,9089.278333
3/10/2018 0:00,8746.002
3/11/2018 0:00,9761.396667
3/12/2018 0:00,9182.843333
3/13/2018 0:00,9154.7
3/14/2018 0:00,8151.531667
3/15/2018 0:00,8358.121667
3/16/2018 0:00,8530.402
3/17/2018 0:00,7993.674644
3/18/2018 0:00,8171.415
3/19/2018 0:00,8412.033333
3/20/2018 0:00,8986.948333
3/21/2018 0:00,8947.753333
3/22/2018 0:00,8690.408333
3/23/2018 0:00,8686.826667
3/24/2018 0:00,8662.378333
3/25/2018 0:00,8617.296667
3/26/2018 0:00,8197.548333
3/27/2018 0:00,7876.195
3/28/2018 0:00,7960.38
3/29/2018 0:00,7172.28
3/30/2018 0:00,6882.531667
3/31/2018 0:00,6935.48
4/1/2018 0:00,6794.105
4/2/2018 0:00,7035.848333
4/3/2018 0:00,7410.435
4/4/2018 0:00,6787.761667
4/5/2018 0:00,6826.51
4/6/2018 0:00,6603.876667
4/7/2018 0:00,6927.688
4/8/2018 0:00,7017.656667
4/9/2018 0:00,6699.273333
4/10/2018 0:00,6787.571667
4/11/2018 0:00,6926.266667
4/12/2018 0:00,7847.845
4/13/2018 0:00,7895.408333
4/14/2018 0:00,8036.511051
4/15/2018 0:00,8340.748333
4/16/2018 0:00,8043.803333
4/17/2018 0:00,7895.416926
4/18/2018 0:00,8164.937426
4/19/2018 0:00,8254.625
4/20/2018 0:00,8852.718333
4/21/2018 0:00,8807.205
4/22/2018 0:00,8838.548333
4/23/2018 0:00,8933.861667
4/24/2018 0:00,9555.542
4/25/2018 0:00,8995.506667
4/26/2018 0:00,9258.398333
4/27/2018 0:00,9010.32
4/28/2018 0:00,9326.173333
4/29/2018 0:00,9334.281667
4/30/2018 0:00,9259.57
5/1/2018 0:00,9075.136667
5/2/2018 0:00,9221.426
5/3/2018 0:00,9639.268333
5/4/2018 0:00,9710.73
5/5/2018 0:00,9803.306667
5/6/2018 0:00,9630.136277
5/7/2018 0:00,9345.69
5/8/2018 0:00,9228.608333
5/9/2018 0:00,9322.041667
5/10/2018 0:00,9101.483333
5/11/2018 0:00,8468.788
5/12/2018 0:00,8484.346667
5/13/2018 0:00,8727.651667
5/14/2018 0:00,8652.038333
5/15/2018 0:00,8511.458
